A,B,C,D,E,F,G,H,I,action
-1,5.870417,4.019734,7.107726,5.184867,16.57834,0.2791598,24.86528,5.203564,ACCELERATE
-1,5.968439,4.087391,7.015793,5.117173,16.51141,0.2791604,26.30535,5.300351,ACCELERATE
-1,6.060156,4.150768,6.929735,5.053759,16.44788,0.2791605,27.84492,5.4038,ACCELERATE
-1,6.141229,4.206636,6.853617,4.997867,16.39205,0.2791602,29.32007,5.502904,ACCELERATE
-1,6.254626,4.263843,6.746851,4.942091,16.33469,0.2791598,30.82941,5.604309,LEFT_ACCELERATE
-1,6.795936,4.389561,6.297697,4.84621,16.21754,0.2791638,32.26363,5.701005,LEFT_ACCELERATE
-1,7.856626,4.722703,5.540725,4.626614,15.93295,0.2791721,33.77834,5.804658,LEFT_ACCELERATE
-1,8.433949,5.117431,5.008043,4.30163,15.58168,0.2791667,35.15842,5.900296,LEFT_ACCELERATE
-1,8.521991,5.482294,4.667759,3.923134,15.21005,0.2791618,36.63739,6.002681,ACCELERATE
-1,8.524058,5.77717,4.429495,3.572225,14.85884,0.2791608,38.0737,6.101953,LEFT_ACCELERATE
-1,8.609192,6.045021,4.185706,3.258214,14.47057,0.2791595,39.48909,6.200503,ACCELERATE
-1,8.372456,6.209892,4.209633,3.019865,14.06303,0.2791602,40.9634,6.303195,ACCELERATE
-1,8.115977,6.289268,4.410901,2.91006,13.67672,0.2791601,42.35612,6.400234,LEFT_ACCELERATE
-1,8.11514,6.365884,4.385216,2.835404,13.18853,0.2791663,43.78001,6.501419,LEFT_ACCELERATE
-1,8.419109,6.509104,3.983122,2.704989,12.51527,0.2791861,45.14935,6.604129,LEFT_ACCELERATE
-1,8.624183,6.692751,3.670085,2.515368,11.72213,0.2791789,46.36348,6.701662,LEFT_ACCELERATE
-1,8.481236,6.828401,3.735224,2.370776,10.82444,0.2791693,47.59827,6.804183,LEFT_ACCELERATE
-1,8.425776,6.893471,3.793972,2.308445,9.873096,0.2791697,48.77761,6.906022,LEFT_ACCELERATE
-1,8.59712,6.975796,3.546597,2.223068,8.845251,0.2791824,49.78592,7.002915,LEFT_ACCELERATE
-1,8.621333,7.074488,3.466939,2.12695,7.666556,0.2791766,50.72722,7.104302,LEFT_ACCELERATE
-1,8.359412,7.10128,3.868555,2.13782,6.479179,0.2791671,51.61524,7.203866,LEFT_ACCELERATE
-1,8.222887,7.036108,4.133523,2.215605,5.238066,0.2791696,52.44184,7.304104,LEFT_ACCELERATE
-1,8.228137,6.988657,4.12901,2.26035,3.971482,0.2791755,53.10264,7.400173,LEFT_ACCELERATE
-1,7.987833,6.935851,4.65997,2.364057,2.591275,0.2791686,53.72647,7.501894,LEFT_ACCELERATE
-1,7.741752,6.786907,5.282224,2.541878,1.225474,0.2791662,54.29042,7.601161,LEFT_ACCELERATE
-1,7.752822,6.636614,5.06958,2.666229,-0.1975247,0.2791794,54.71436,7.701059,LEFT_ACCELERATE
-1,6.36051,5.517444,4.841279,2.729149,-1.692477,0.279178,54.98055,7.803153,LEFT_ACCELERATE
-1,5.685252,4.809049,4.995852,2.853752,-3.152464,0.2791672,55.1824,7.902129,ACCELERATE
-1,5.699283,4.821324,5.411287,3.075022,-4.648969,0.2791637,55.41337,8.003803,ACCELERATE
-1,5.511506,4.632243,5.783434,3.31822,-6.097238,0.2791607,55.65209,8.102353,LEFT_ACCELERATE
-1,4.049933,3.243154,-1,-1,-7.578459,0.2791616,55.83151,8.202594,LEFT_ACCELERATE
-1,3.413485,2.677019,-1,-1,-9.074471,0.279162,55.94841,8.303349,ACCELERATE
-1,3.416523,2.679384,-1,-1,-10.56533,0.2791612,56.07526,8.403807,ACCELERATE
-1,3.42263,2.684626,-1,-1,-12.01157,0.27916,56.20932,8.501316,ACCELERATE
-1,3.079208,2.389183,-1,-1,-13.48464,0.2791602,56.34334,8.600629,LEFT_ACCELERATE
-1,1.212601,0.8886102,-1,-1,-15.04267,0.2791639,56.39069,8.705388,LEFT_ACCELERATE
-1,0.7363295,0.5319585,-1,-1,-16.49607,0.279163,56.35827,8.803006,ACCELERATE
-1,0.7357951,0.5315467,-1,-1,-18.01933,0.2791612,56.33029,8.905293,ACCELERATE
-1,0.736347,0.5319502,-1,-1,-19.45744,0.279161,56.31407,9.001847,ACCELERATE
-1,0.7348672,0.530857,-1,-1,-20.97552,0.2791606,56.30341,9.103765,LEFT_ACCELERATE
-1,1.373499,1.011299,-1,-1,-22.43141,0.279161,56.25733,9.201605,LEFT_ACCELERATE
-1,4.070918,3.265103,-1,-1,-23.94539,0.2791794,56.06082,9.304314,LEFT_ACCELERATE
-1,4.124116,3.432126,8.961993,-1,-25.34128,0.2791935,55.66775,9.401972,LEFT_ACCELERATE
-1,3.419625,2.967467,9.774619,6.514303,-26.74224,0.2791824,55.07268,9.504358,LEFT_ACCELERATE
-1,2.922563,2.474472,-1,6.933101,-28.09683,0.2791697,54.4121,9.605571,ACCELERATE
-1,2.675181,2.098431,9.799005,7.19404,-29.43077,0.2791636,53.78095,9.70466,ACCELERATE
-1,2.621152,1.875697,9.461182,7.349521,-30.7822,0.2791618,53.1661,9.804343,ACCELERATE
-1,2.838558,1.811933,9.024716,7.403378,-32.14341,0.2791612,52.56223,9.904322,ACCELERATE
-1,3.333448,1.883886,8.624519,7.352253,-33.44562,0.2791604,51.97292,10.0003,LEFT_ACCELERATE
-1,3.709941,1.99792,8.419734,7.251909,-34.81778,0.2791721,51.22005,10.10555,LEFT_ACCELERATE
-1,3.616523,2.040456,8.478448,7.188403,-35.94871,0.2791973,50.38357,10.20027,LEFT_ACCELERATE
-1,3.224864,1.987969,8.746021,7.216169,-37.00087,0.2792002,49.29292,10.30237,LEFT_ACCELERATE
-1,3.016546,1.888391,8.897933,7.314998,-37.88342,0.2791872,48.09286,10.4026,LEFT_ACCELERATE
-1,2.919398,1.813018,8.95322,7.395931,-38.6795,0.279182,46.79193,10.50514,LEFT_ACCELERATE
-1,2.565326,1.695552,9.313524,7.503604,-39.28088,0.2791966,45.44746,10.60431,LEFT_ACCELERATE
-1,2.193225,1.514565,9.709466,7.686043,-39.7007,0.2791893,44.01661,10.70466,LEFT_ACCELERATE
-1,2.018244,1.359162,9.784238,7.838693,-40.02475,0.2791741,42.54645,10.80579,LEFT_ACCELERATE
-1,2.151779,1.332685,9.479936,7.890463,-40.33514,0.2791657,41.15712,10.90139,ACCELERATE
-1,2.63449,1.464771,9.071367,7.81869,-40.69956,0.2791622,39.66944,11.00423,LEFT_ACCELERATE
-1,3.131979,1.670656,8.844092,7.657029,-41.0229,0.2791606,38.26104,11.10126,LEFT_ACCELERATE
-1,3.766525,1.995736,8.468222,7.440922,-41.35534,0.2791611,36.79103,11.20245,ACCELERATE
-1,4.447877,2.351038,8.059352,7.139232,-41.69859,0.2835009,35.34097,11.30285,ACCELERATE
-1,5.043475,2.704004,7.69991,6.761093,-42.04775,0.284891,33.86548,11.40511,LEFT_ACCELERATE
-1,5.062572,2.94166,7.685701,6.403365,-42.30801,0.280338,32.43435,11.50274,LEFT_ACCELERATE
-1,4.954271,3.073282,7.804341,6.195738,-42.45688,0.279751,30.98436,11.60067,LEFT_ACCELERATE
-1,5.136374,3.208251,7.667362,6.054144,-42.59445,0.2791788,29.45337,11.70384,ACCELERATE
-1,5.373662,3.355965,7.479585,5.906572,-42.74096,0.2792248,27.97866,11.80334,ACCELERATE
-1,5.621287,3.509995,7.283732,5.752708,-42.89513,0.2791409,26.5159,11.90208,ACCELERATE
-1,5.712705,3.65212,7.2138,5.590086,-43.04131,0.2791708,24.99598,12.00462,LEFT_ACCELERATE
-1,5.305375,3.675906,7.660594,5.52596,-43.07319,0.2791613,23.54649,12.1021,LEFT_ACCELERATE
-1,4.884394,3.587809,8.26744,5.619115,-42.97828,0.2791711,22.05087,12.20278,LEFT_ACCELERATE
-1,4.697703,3.475183,8.502649,5.734623,-42.86541,0.2791614,20.60697,12.30003,ACCELERATE
-1,4.561237,3.373572,8.651327,5.836148,-42.76496,0.2791633,19.10901,12.40082,ACCELERATE
-1,4.439736,3.283084,8.783511,5.926552,-42.6749,0.2791596,17.59684,12.50252,ACCELERATE
-1,4.570983,3.219501,8.424774,5.98057,-42.62041,0.2791615,14.62978,12.70186,ACCELERATE
-1,4.596234,3.235842,8.398064,5.964247,-42.63664,0.2791607,13.12576,12.80284,ACCELERATE
-1,4.614778,3.249082,8.37989,5.951005,-42.64972,0.2791601,11.58096,12.90656,LEFT_ACCELERATE
-1,4.455292,3.233103,8.670667,5.97007,-42.6272,0.2791626,10.10128,13.00596,LEFT_ACCELERATE
-1,4.006687,3.113791,9.624189,6.131233,-42.48722,0.2791681,8.674329,13.10235,LEFT_ACCELERATE
-1,3.627391,2.895033,-1,6.380834,-42.25725,0.279164,7.173378,13.20432,ACCELERATE
-1,3.344161,2.669413,-1,6.606667,-42.0342,0.2791616,5.680692,13.30565,ACCELERATE
-1,2.811892,2.170439,-1,7.068079,-41.55433,0.2791602,1.316071,13.60054,ACCELERATE
-1,2.634412,2.033455,-1,7.205067,-41.4181,0.2791599,-0.201183,13.70281,ACCELERATE
-1,2.525771,1.858025,-1,7.349456,-41.25399,0.2791622,-3.19854,13.90445,ACCELERATE
-1,2.470006,1.816381,-1,7.390969,-41.21245,0.279161,-4.639785,14.00125,ACCELERATE
-1,2.401909,1.766479,-1,7.440908,-41.1618,0.2791607,-6.191754,14.10549,ACCELERATE
-1,2.332443,1.715533,-1,7.491886,-41.11099,0.2791609,-7.635727,14.2025,ACCELERATE
-1,2.255381,1.658958,-1,7.548485,-41.05414,0.2791602,-9.177457,14.30607,ACCELERATE
-1,2.180277,1.603787,-1,7.603674,-40.99918,0.2791621,-10.6233,14.40321,ACCELERATE
-1,2.103455,1.547332,-1,7.660144,-40.943,0.2791606,-12.07267,14.50059,ACCELERATE
-1,2.022149,1.487566,-1,7.719921,-40.88289,0.27916,-13.60305,14.60341,ACCELERATE
-1,1.940306,1.427395,-1,7.780101,-40.82253,0.2791612,-15.12534,14.70568,ACCELERATE
-1,1.860145,1.368453,-1,7.839051,-40.76393,0.2791602,-16.59415,14.80437,ACCELERATE
-1,1.778588,1.30848,-1,7.899031,-40.70338,0.2791606,-18.10536,14.9059,ACCELERATE
-1,1.699435,1.250271,-1,7.957248,-40.64589,0.2791603,-19.53625,15.00205,ACCELERATE
-1,1.616055,1.18895,-1,8.018575,-40.5844,0.2791611,-21.06313,15.10464,ACCELERATE
-1,1.53933,1.126829,-1,8.082058,-40.52172,0.2791608,-22.55227,15.2047,LEFT_ACCELERATE
-1,1.433774,1.035717,-1,8.167378,-40.40768,0.279162,-24.00897,15.30284,LEFT_ACCELERATE
-1,1.463072,0.9920222,-1,8.206694,-40.25435,0.2791625,-25.45275,15.40032,ACCELERATE
-1,1.726598,1.06056,9.623791,8.164813,-40.09951,0.2791602,-26.96293,15.50223,LEFT_ACCELERATE
-1,2.226797,1.238902,9.160916,8.038486,-39.92263,0.2791611,-28.46528,15.60382,LEFT_ACCELERATE
-1,2.586819,1.403676,8.958518,7.867447,-39.63673,0.2791736,-29.87725,15.70071,LEFT_ACCELERATE
-1,2.615894,1.499598,8.989174,7.739056,-39.13663,0.2791992,-31.29404,15.8019,LEFT_ACCELERATE
-1,2.279431,1.459847,9.340455,7.743152,-38.36884,0.2792157,-32.61645,15.90505,LEFT_ACCELERATE
-1,1.901585,1.308115,9.742612,7.89046,-37.4527,0.2792069,-33.69165,16.00031,LEFT_ACCELERATE
-1,1.581626,1.10566,-1,8.094131,-36.34095,0.2791897,-34.69384,16.10104,LEFT_ACCELERATE
-1,1.322403,0.9210963,-1,8.279074,-35.13915,0.2791842,-35.59231,16.20196,LEFT_ACCELERATE
-1,0.9471508,0.6951487,-1,8.51933,-33.79316,0.2791995,-36.32975,16.30533,LEFT_ACCELERATE
-1,0.7861068,0.541326,-1,8.664953,-32.5253,0.27923,-36.94709,16.40113,LEFT_ACCELERATE
-1,0.8256012,0.566208,-1,8.646077,-31.22668,0.2791686,-37.60215,16.50011,LEFT_ACCELERATE
-1,1.088295,0.6736565,-1,8.563007,-29.87583,0.279165,-38.21683,16.60008,ACCELERATE
-1,1.712992,0.9265198,9.433803,8.397057,-28.44497,0.2791604,-38.85434,16.70525,ACCELERATE
-1,2.747645,1.279573,8.839532,8.167779,-27.13953,0.27916,-39.42921,16.80102,ACCELERATE
-1,4.333901,1.784548,8.190988,7.834662,-25.75587,0.2791604,-40.0331,16.90237,LEFT_ACCELERATE
-1,5.262749,2.29579,7.744708,7.392664,-24.40538,0.2791624,-40.57003,17.00001,LEFT_ACCELERATE
-1,5.296505,2.690634,7.559656,6.850665,-22.9036,0.2791714,-40.9989,17.10506,LEFT_ACCELERATE
-1,5.481062,2.970068,6.552868,5.716299,-21.45709,0.279167,-41.29448,17.20423,LEFT_ACCELERATE
-1,6.02226,3.272564,6.524767,5.681781,-19.99325,0.2791632,-41.58916,17.30448,ACCELERATE
-1,6.602411,3.586749,6.535404,5.692112,-18.54559,0.2791612,-41.89551,17.40383,ACCELERATE
-1,7.208082,3.918333,6.395359,5.567868,-17.07319,0.2791603,-42.21625,17.50499,LEFT_ACCELERATE
-1,-1,-1,5.572322,4.695357,-15.61585,0.2791611,-42.49656,17.60468,LEFT_ACCELERATE
-1,-1,-1,3.133653,2.437917,-14.20224,0.2791773,-42.63475,17.70022,LEFT_ACCELERATE
-1,-1,-1,1.606554,1.192116,-12.66528,0.2791967,-42.55814,17.80388,LEFT_ACCELERATE
-1,-1,-1,4.77906,3.929064,-11.2086,0.279186,-42.2677,17.90386,LEFT_ACCELERATE
-1,-1,-1,4.14219,3.586843,-9.763196,0.2791756,-41.86094,18.00472,LEFT_ACCELERATE
-1,-1,-1,3.639039,3.170294,-8.31681,0.2791641,-41.44948,18.1057,ACCELERATE
-1,-1,-1,3.186593,2.775125,-6.893511,0.2791622,-41.07263,18.20456,ACCELERATE
-1,-1,-1,2.835193,2.028066,-2.536878,0.2791581,-40.33601,18.50194,LEFT_ACCELERATE
-1,-1,-1,2.673677,1.907469,-1.009341,0.2791651,-40.08401,18.60603,LEFT_ACCELERATE
-1,9.471941,-1,2.572305,1.786263,0.4103044,0.2791646,-39.72698,18.70436,LEFT_ACCELERATE
-1,9.058304,-1,2.805384,1.760633,1.850728,0.2791626,-39.34573,18.8044,ACCELERATE
-1,8.600941,-1,3.399032,1.869612,3.271899,0.2791615,-38.97052,18.90309,LEFT_ACCELERATE
-1,8.331917,-1,3.947868,2.022254,4.664535,0.2791668,-38.51699,19.00154,LEFT_ACCELERATE
-1,8.289486,7.133482,4.011471,2.122596,6.038123,0.2791896,-37.87176,19.1037,LEFT_ACCELERATE
-1,8.354093,7.087568,3.870551,2.145615,7.235349,0.2791915,-37.07769,19.20042,LEFT_ACCELERATE
-1,8.559191,7.109952,3.517006,2.103675,8.362154,0.2792051,-36.07445,19.30204,LEFT_ACCELERATE
-1,9.110986,7.256224,2.874672,1.942569,9.29403,0.2792181,-34.87209,19.40467,LEFT_ACCELERATE
-1,9.724303,7.531174,2.312624,1.689235,9.970848,0.2792052,-33.58506,19.50275,LEFT_ACCELERATE
-1,-1,7.842484,1.858263,1.382033,10.50211,0.2791881,-32.18521,19.60349,LEFT_ACCELERATE
-1,-1,8.066805,1.603286,1.142983,10.94978,0.2791732,-30.80959,19.70065,LEFT_ACCELERATE
-1,9.839475,8.147078,1.642663,1.060109,11.43275,0.2791649,-29.3928,19.80117,ACCELERATE
-1,9.351849,8.102304,2.034538,1.160707,11.9639,0.2791621,-27.93926,19.90508,ACCELERATE
-1,8.821001,7.956919,2.818206,1.407896,12.47972,0.2791613,-26.58292,20.0025,ACCELERATE
-1,8.267711,7.716623,4.071575,1.791809,13.00901,0.2791601,-25.224,20.10041,LEFT_ACCELERATE
-1,7.813218,7.337242,5.028104,2.261194,13.5274,0.2791606,-23.82227,20.20078,LEFT_ACCELERATE
-1,7.557759,6.917147,5.379933,2.645197,13.95115,0.2791639,-22.36673,20.30263,LEFT_ACCELERATE
-1,7.152519,6.55537,6.107236,3.039579,14.33607,0.2791613,-20.93527,20.40215,ACCELERATE
-1,6.688561,6.130834,6.96243,3.464495,14.74418,0.2791613,-19.46863,20.50436,ACCELERATE
-1,6.235045,5.715837,7.79903,3.879909,15.14611,0.2791606,-18.05615,20.60295,ACCELERATE
-1,5.771255,5.291071,8.654591,4.304932,15.54811,0.2791604,-16.66318,20.70029,ACCELERATE
-1,5.28828,4.848505,9.54545,4.747656,15.97502,0.2791599,-15.19777,20.80276,ACCELERATE
-1,4.886667,4.407983,-1,5.135217,16.37027,0.2791604,-13.78803,20.90107,LEFT_ACCELERATE
-1,4.763364,4.008904,9.353914,5.356061,16.67167,0.2791719,-12.27279,21.00496,LEFT_ACCELERATE
-1,5.056655,3.844264,8.229174,5.381671,16.76698,0.2791851,-10.82473,21.10264,LEFT_ACCELERATE
-1,5.489608,3.882803,7.521717,5.317198,16.71106,0.2791756,-9.343965,21.20224,LEFT_ACCELERATE
-1,5.734514,3.981375,7.250892,5.220139,16.61489,0.2791672,-7.833207,21.30389,ACCELERATE
-1,5.838947,4.054955,7.150456,5.146515,16.54198,0.2791618,-6.332436,21.40478,ACCELERATE
-1,5.917258,4.110568,7.075165,5.090857,16.48705,0.2791611,-4.870025,21.50303,ACCELERATE
-1,5.98343,4.157341,7.011426,5.044053,16.44102,0.2791606,-3.36217,21.60431,ACCELERATE
-1,6.036905,4.194957,6.959855,5.006419,16.40388,0.2791608,-1.936157,21.70008,ACCELERATE
-1,6.086187,4.229495,6.912285,4.971869,16.3687,0.279159,-0.4109172,21.8025,ACCELERATE
-1,6.131441,4.261113,6.868584,4.940245,16.33793,0.2791606,1.048651,21.90051,ACCELERATE
-1,6.175206,4.29162,6.826306,4.909734,16.30746,0.2791592,2.590892,22.00407,ACCELERATE
-1,6.21622,4.320159,6.786679,4.881194,16.27897,0.2791603,4.100852,22.10546,ACCELERATE
-1,6.254785,4.346962,6.749415,4.854392,16.25217,0.2791598,5.565852,22.20382,ACCELERATE
-1,6.293423,4.373791,6.712078,4.827563,16.22543,0.2791596,7.058676,22.30406,ACCELERATE
-1,6.331258,4.400046,6.675518,4.801309,16.19914,0.2791611,8.546623,22.40397,ACCELERATE
-1,6.368968,4.426203,6.63908,4.775155,16.17296,0.2791589,10.04317,22.50446,ACCELERATE
-1,6.405969,4.451859,6.603328,4.749499,16.14732,0.2791599,11.51765,22.60346,ACCELERATE
-1,6.443327,4.477759,6.567233,4.723603,16.12144,0.2791607,13.01125,22.70375,ACCELERATE
-1,6.479812,4.503047,6.531985,4.698317,16.09609,0.2791607,14.47822,22.80225,ACCELERATE
-1,6.517958,4.529485,6.495134,4.671882,16.06982,0.2791603,15.99986,22.90442,ACCELERATE
-1,6.553353,4.554014,6.460942,4.647355,16.0452,0.2791601,17.42682,23.00023,ACCELERATE
-1,6.591937,4.58075,6.423672,4.62062,16.01844,0.2791606,18.97808,23.1044,ACCELERATE
-1,6.628371,4.605996,6.388482,4.595378,15.99324,0.2791597,20.43846,23.20245,ACCELERATE
-1,6.664689,4.631159,6.353406,4.570218,15.96814,0.2791595,21.89223,23.30006,ACCELERATE
-1,6.703073,4.657752,6.316337,4.543626,15.94147,0.2791606,23.43571,23.4037,ACCELERATE
-1,6.739833,4.68322,6.280838,4.518162,15.91618,0.2791595,24.89867,23.50193,ACCELERATE
-1,6.777479,4.7093,6.244486,4.492084,15.89004,0.2791601,26.40967,23.60338,ACCELERATE
-1,6.814703,4.735087,6.208545,4.4663,15.86429,0.2791602,27.89634,23.70321,ACCELERATE
-1,6.851216,4.760381,6.173292,4.441009,15.83887,0.2791601,29.36344,23.80172,ACCELERATE
-1,6.888722,4.786361,6.137083,4.41503,15.81282,0.2791602,30.86507,23.90255,ACCELERATE
-1,7.03682,4.824564,6.001977,4.380168,15.77336,0.2791598,32.36341,24.00319,LEFT_ACCELERATE
-1,7.684555,4.985727,5.460838,4.265693,15.62353,0.2791702,33.89475,24.10665,LEFT_ACCELERATE
-1,8.681373,5.371378,4.730531,4.027477,15.32252,0.279177,35.25694,24.20051,LEFT_ACCELERATE
-1,8.48773,6.236578,4.120479,3.001038,14.23131,0.2791597,39.63158,24.50365,LEFT_ACCELERATE
-1,8.663733,6.411185,3.860955,2.824278,13.83797,0.2791662,41.07756,24.60439,LEFT_ACCELERATE
-1,9.188495,6.695725,3.348049,2.578172,13.27022,0.279184,42.44801,24.70425,LEFT_ACCELERATE
-1,9.575806,7.029756,2.890786,2.262576,12.55513,0.2791794,43.72249,24.80253,LEFT_ACCELERATE
-1,9.509676,7.270651,2.653308,1.961199,11.75795,0.2791677,45.00436,24.9039,LEFT_ACCELERATE
-1,9.296355,7.407142,2.619256,1.798195,10.98306,0.279164,46.2299,25.00126,LEFT_ACCELERATE
-1,9.354603,7.527834,2.463307,1.673013,10.07038,0.2791723,47.45638,25.10407,LEFT_ACCELERATE
-1,9.408072,7.65835,2.310384,1.540011,9.054901,0.2791737,48.55266,25.20453,LEFT_ACCELERATE
-1,9.155975,7.719938,2.450004,1.497916,8.026053,0.2791682,49.57398,25.30188,LEFT_ACCELERATE
-1,9.020219,7.697612,2.617292,1.530597,6.911515,0.27917,50.5621,25.402,LEFT_ACCELERATE
-1,9.142241,7.689904,2.516784,1.529124,5.694675,0.279188,51.39698,25.50134,LEFT_ACCELERATE
-1,9.240607,7.729549,2.425485,1.488397,4.381989,0.2791833,52.07523,25.60072,LEFT_ACCELERATE
-1,9.026119,7.738832,2.643168,1.513428,2.999885,0.2791705,52.69845,25.70254,LEFT_ACCELERATE
-1,8.523283,7.640598,3.489581,1.711015,1.617136,0.2791638,53.3416,25.80494,ACCELERATE
-1,7.941775,7.428957,5.200712,2.077104,0.2820681,0.2791616,53.98995,25.90459,LEFT_ACCELERATE
-1,7.426269,7.095203,6.642519,2.525897,-1.017122,0.2791598,54.6032,26.00107,LEFT_ACCELERATE
-1,7.136006,6.666493,6.608869,2.91685,-2.410877,0.2791746,55.12518,26.10117,LEFT_ACCELERATE
-1,6.420992,5.591883,5.753705,3.126207,-3.846696,0.2791986,55.44191,26.2002,LEFT_ACCELERATE
-1,1.875463,1.403713,-1,-1,-5.336263,0.279216,55.49273,26.30072,LEFT_ACCELERATE
-1,3.399201,2.671044,-1,-1,-6.79768,0.2792083,55.27126,26.40045,LEFT_ACCELERATE
-1,2.910043,2.536886,-1,-1,-8.267926,0.2791897,54.83366,26.50372,LEFT_ACCELERATE
7.185772,1.316778,1.069715,-1,-1,-14.03154,0.2791631,53.4355,26.90356,ACCELERATE
5.719189,1.047426,0.850825,-1,-1,-15.53172,0.2791618,53.21919,27.00532,ACCELERATE
-1,8.346718,8.318357,4.106853,1.59484,-22.80766,0.2791712,53.91867,27.50554,LEFT_ACCELERATE
-1,7.592478,7.779903,-1,2.234206,-24.15874,0.2791533,54.46345,27.60345,LEFT_ACCELERATE
-1,7.23081,7.070912,-1,2.69037,-25.54355,0.2791759,54.86379,27.70045,LEFT_ACCELERATE
-1,4.073944,3.272335,-1,-1,-27.04629,0.2792057,55.04771,27.8025,LEFT_ACCELERATE
-1,1.65981,1.234086,-1,-1,-28.55489,0.2792166,54.93791,27.90457,LEFT_ACCELERATE
-1,5.105737,2.965188,7.726727,-1,-29.97844,0.279219,54.55097,28.00425,LEFT_ACCELERATE
-1,4.065426,2.768155,8.377831,6.456179,-31.26111,0.2792208,53.93101,28.10064,LEFT_ACCELERATE
-1,3.125728,2.433109,9.335023,6.862761,-32.47752,0.2792201,53.03002,28.20319,LEFT_ACCELERATE
-1,2.289289,1.980905,-1,7.438602,-33.46297,0.2792212,51.96547,28.30157,LEFT_ACCELERATE
-1,1.437379,1.364326,-1,8.222752,-34.25867,0.2792146,50.70274,28.40289,ACCELERATE
2.636055,3.077555,5.622647,4.158361,-1,-44.12498,0.279163,46.8493,29.20051,LEFT_ACCELERATE
1.138179,1.354288,4.272769,1.871756,-1,-45.59032,0.2791581,47.20055,29.30245,LEFT_ACCELERATE
0.7902269,-1,-1,0.9854304,0.8200274,-46.02064,0.475281,46.95726,29.40054,LEFT_ACCELERATE
0.8100773,-1,-1,0.9794869,0.8078704,-46.17233,0.4863864,46.52058,29.50311,LEFT_ACCELERATE
0.885858,-1,-1,0.9363353,0.7438024,-46.29433,0.4459986,46.06208,29.60515,LEFT_ACCELERATE
0.993201,-1,-1,0.8659313,1.143236,-46.40916,0.4048628,45.63757,29.70275,LEFT_ACCELERATE
-1,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,ACCELERATE
-1,6.520856,4.611034,6.489911,4.588967,15.98897,0.2757431,3.105127,1.503731,ACCELERATE
-1,6.520856,4.611034,6.489911,4.588967,15.98897,0.2757446,3.105145,1.600341,ACCELERATE
-1,6.520856,4.611034,6.489911,4.588967,15.98897,0.275745,3.105167,1.70382,ACCELERATE
-1,6.520856,4.611034,6.489911,4.588967,15.98897,0.2757429,3.105167,1.800908,ACCELERATE
-1,6.520856,4.611034,6.489911,4.588967,15.98897,0.2757439,3.105173,1.905921,LEFT_ACCELERATE
-1,6.520856,4.611034,6.489911,4.588967,15.98897,0.2757442,3.105178,2.003882,LEFT_ACCELERATE
-1,6.520856,4.611034,6.489911,4.588967,15.98897,0.2757436,3.105187,2.40048,ACCELERATE
-1,6.520856,4.611034,6.489911,4.588967,15.98897,0.2757444,3.105201,2.501174,ACCELERATE
-1,6.520856,4.611034,6.489911,4.588967,15.98897,0.2757454,3.105226,2.60179,ACCELERATE
-1,6.520856,4.611034,6.489911,4.588967,15.98897,0.2757429,3.105225,2.70466,ACCELERATE
-1,6.520856,4.611034,6.489911,4.588967,15.98897,0.2757451,3.105238,2.800859,ACCELERATE
-1,6.520856,4.611034,6.489911,4.588967,15.98897,0.2757446,3.105259,2.900579,ACCELERATE
-1,6.520856,4.611034,6.489911,4.588967,15.98897,0.2757447,3.105278,3.004632,ACCELERATE
-1,6.520878,4.611032,6.48989,4.58897,15.98897,0.2757257,3.149141,3.106167,ACCELERATE
-1,6.520934,4.611022,6.489833,4.588979,15.98898,0.2757056,3.330287,3.20397,ACCELERATE
-1,6.521006,4.611015,6.489761,4.588986,15.98899,0.2756986,3.664372,3.306462,ACCELERATE
-1,6.521189,4.611021,6.489579,4.58898,15.98898,0.2847301,4.110723,3.404809,ACCELERATE
-1,6.533014,4.611377,6.477872,4.588638,15.98794,0.2786071,4.685469,3.505173,LEFT_ACCELERATE
-1,6.862481,4.647685,6.188327,4.560508,15.95278,0.2801891,5.350101,3.601822,LEFT_ACCELERATE
-1,7.267139,4.743539,5.888065,4.483617,15.86515,0.2787617,6.132766,3.701005,ACCELERATE
-1,7.41116,4.834649,5.76597,4.392897,15.77513,0.2793533,7.041825,3.803334,ACCELERATE
-1,7.537871,4.918092,5.65708,4.30935,15.69159,0.2790476,7.993678,3.900677,ACCELERATE
-1,7.674128,5.007292,5.540216,4.220112,15.60278,0.2792182,9.067673,4.002281,ACCELERATE
-1,7.811856,5.225223,5.350934,3.98821,15.37833,0.2791544,12.63407,4.30219,ACCELERATE
-1,7.910476,5.290945,5.262567,3.922509,15.31274,0.2791636,13.94552,4.403397,ACCELERATE
-1,8.010899,5.35781,5.172631,3.855671,15.24605,0.2791581,15.23931,4.500142,ACCELERATE
-1,8.122715,5.432353,5.072453,3.781149,15.16962,0.2791598,16.69441,4.606005,ACCELERATE
-1,8.236118,5.508007,4.970831,3.705511,15.09596,0.2791585,18.08076,4.704558,ACCELERATE
-1,8.350843,5.584575,4.868013,3.628957,15.01955,0.2791587,19.50837,4.804129,ACCELERATE
-1,8.469306,5.663654,4.761842,3.549889,14.94047,0.2791581,20.97888,4.90503,ACCELERATE
